2026-06-19 23:07:16,700 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:409 | INFO | Starting categorical WoE auto binning. Feature:gender, Target:TARGET
2026-06-19 23:07:25,393 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:25,393 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=9
2026-06-19 23:07:25,393 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 5 - Category groups merged based on Rule 1.
2026-06-19 23:07:25,393 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 6 ---
2026-06-19 23:07:25,393 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=9
2026-06-19 23:07:25,394 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:25,394 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3838 observations, Categories: ['-1']
2026-06-19 23:07:25,395 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 3290 observations, Categories: ['-2']
2026-06-19 23:07:25,395 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 10881 observations, Categories: ['0']
2026-06-19 23:07:25,395 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 1877 observations, Categories: ['2']
2026-06-19 23:07:25,395 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 134 observations, Categories: ['3']
2026-06-19 23:07:25,395 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 37 observations, Categories: ['4']
2026-06-19 23:07:25,396 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 7 observations, Categories: ['5']
2026-06-19 23:07:25,396 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 7: 9 observations, Categories: ['6']
2026-06-19 23:07:25,396 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 8: 27 observations, Categories: ['7', '8']
2026-06-19 23:07:25,396 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 6 - Bins assigned based on current category groups.
2026-06-19 23:07:25,396 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:25,399 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:25,400 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=9, Total IV=0.303975
2026-06-19 23:07:25,400 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 6 - WoE / IV summary table calculated.
2026-06-19 23:07:25,401 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 6 - Summary table sorted by bad_rate.
2026-06-19 23:07:25,401 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 6 - Current bin count=9, Current IV=0.303975
2026-06-19 23:07:25,402 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 6 - RULES CHECK START
2026-06-19 23:07:25,403 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:25,403 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 6 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:25,403 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:25,403 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=9
2026-06-19 23:07:25,403 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 6 - Category groups merged based on Rule 1.
2026-06-19 23:07:25,403 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 7 ---
2026-06-19 23:07:25,403 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=9
2026-06-19 23:07:25,404 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:25,405 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3838 observations, Categories: ['-1']
2026-06-19 23:07:25,405 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 3290 observations, Categories: ['-2']
2026-06-19 23:07:25,405 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 10881 observations, Categories: ['0']
2026-06-19 23:07:25,406 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 1877 observations, Categories: ['2']
2026-06-19 23:07:25,406 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 134 observations, Categories: ['3']
2026-06-19 23:07:25,407 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 37 observations, Categories: ['4']
2026-06-19 23:07:25,407 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 7 observations, Categories: ['5']
2026-06-19 23:07:25,407 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 7: 9 observations, Categories: ['6']
2026-06-19 23:07:25,408 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 8: 27 observations, Categories: ['7', '8']
2026-06-19 23:07:25,408 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 7 - Bins assigned based on current category groups.
2026-06-19 23:07:25,408 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:25,410 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:25,412 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=9, Total IV=0.303975
2026-06-19 23:07:25,412 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 7 - WoE / IV summary table calculated.
2026-06-19 23:07:25,412 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 7 - Summary table sorted by bad_rate.
2026-06-19 23:07:25,412 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 7 - Current bin count=9, Current IV=0.303975
2026-06-19 23:07:25,414 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 7 - RULES CHECK START
2026-06-19 23:07:25,415 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:25,415 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 7 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:25,415 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:25,416 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=9
2026-06-19 23:07:25,416 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 7 - Category groups merged based on Rule 1.
2026-06-19 23:07:25,416 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 8 ---
2026-06-19 23:07:25,416 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=9
2026-06-19 23:07:25,417 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:25,418 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3838 observations, Categories: ['-1']
2026-06-19 23:07:25,418 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 3290 observations, Categories: ['-2']
2026-06-19 23:07:25,418 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 10881 observations, Categories: ['0']
2026-06-19 23:07:25,418 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 1877 observations, Categories: ['2']
2026-06-19 23:07:25,418 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 134 observations, Categories: ['3']
2026-06-19 23:07:25,419 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 37 observations, Categories: ['4']
2026-06-19 23:07:25,419 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 7 observations, Categories: ['5']
2026-06-19 23:07:25,419 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 7: 9 observations, Categories: ['6']
2026-06-19 23:07:25,419 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 8: 27 observations, Categories: ['7', '8']
2026-06-19 23:07:25,419 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 8 - Bins assigned based on current category groups.
2026-06-19 23:07:25,419 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:25,422 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:25,424 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=9, Total IV=0.303975
2026-06-19 23:07:25,424 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 8 - WoE / IV summary table calculated.
2026-06-19 23:07:25,425 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 8 - Summary table sorted by bad_rate.
2026-06-19 23:07:25,425 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 8 - Current bin count=9, Current IV=0.303975
2026-06-19 23:07:25,426 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 8 - RULES CHECK START
2026-06-19 23:07:25,427 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:25,427 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 8 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:25,428 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:25,428 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=9
2026-06-19 23:07:25,428 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 8 - Category groups merged based on Rule 1.
2026-06-19 23:07:25,428 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 9 ---
2026-06-19 23:07:25,428 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=9
2026-06-19 23:07:25,429 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:25,429 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3838 observations, Categories: ['-1']
2026-06-19 23:07:25,429 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 3290 observations, Categories: ['-2']
2026-06-19 23:07:25,430 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 10881 observations, Categories: ['0']
2026-06-19 23:07:25,430 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 1877 observations, Categories: ['2']
2026-06-19 23:07:25,430 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 134 observations, Categories: ['3']
2026-06-19 23:07:25,430 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 37 observations, Categories: ['4']
2026-06-19 23:07:25,430 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 7 observations, Categories: ['5']
2026-06-19 23:07:25,431 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 7: 9 observations, Categories: ['6']
2026-06-19 23:07:25,431 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 8: 27 observations, Categories: ['7', '8']
2026-06-19 23:07:25,431 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 9 - Bins assigned based on current category groups.
2026-06-19 23:07:25,431 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:25,434 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:25,437 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=9, Total IV=0.303975
2026-06-19 23:07:25,437 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 9 - WoE / IV summary table calculated.
2026-06-19 23:07:25,438 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 9 - Summary table sorted by bad_rate.
2026-06-19 23:07:25,438 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 9 - Current bin count=9, Current IV=0.303975
2026-06-19 23:07:25,439 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 9 - RULES CHECK START
2026-06-19 23:07:25,441 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:25,441 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 9 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:25,441 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:25,441 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=9
2026-06-19 23:07:25,441 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 9 - Category groups merged based on Rule 1.
2026-06-19 23:07:25,442 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 10 ---
2026-06-19 23:07:25,442 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=9
2026-06-19 23:07:25,444 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:25,444 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3838 observations, Categories: ['-1']
2026-06-19 23:07:25,444 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 3290 observations, Categories: ['-2']
2026-06-19 23:07:25,445 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 10881 observations, Categories: ['0']
2026-06-19 23:07:25,445 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 1877 observations, Categories: ['2']
2026-06-19 23:07:25,445 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 134 observations, Categories: ['3']
2026-06-19 23:07:25,446 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 37 observations, Categories: ['4']
2026-06-19 23:07:25,446 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 7 observations, Categories: ['5']
2026-06-19 23:07:25,446 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 7: 9 observations, Categories: ['6']
2026-06-19 23:07:25,447 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 8: 27 observations, Categories: ['7', '8']
2026-06-19 23:07:25,447 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 10 - Bins assigned based on current category groups.
2026-06-19 23:07:25,447 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:25,450 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:25,452 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=9, Total IV=0.303975
2026-06-19 23:07:25,452 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 10 - WoE / IV summary table calculated.
2026-06-19 23:07:25,453 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 10 - Summary table sorted by bad_rate.
2026-06-19 23:07:25,453 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 10 - Current bin count=9, Current IV=0.303975
2026-06-19 23:07:25,454 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 10 - RULES CHECK START
2026-06-19 23:07:25,456 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:25,456 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 10 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:25,456 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:25,456 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=9
2026-06-19 23:07:25,456 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 10 - Category groups merged based on Rule 1.
2026-06-19 23:07:25,457 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 11 ---
2026-06-19 23:07:25,457 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=9
2026-06-19 23:07:25,458 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:25,459 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3838 observations, Categories: ['-1']
2026-06-19 23:07:25,459 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 3290 observations, Categories: ['-2']
2026-06-19 23:07:25,459 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 10881 observations, Categories: ['0']
2026-06-19 23:07:25,459 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 1877 observations, Categories: ['2']
2026-06-19 23:07:25,459 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 134 observations, Categories: ['3']
2026-06-19 23:07:25,460 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 37 observations, Categories: ['4']
2026-06-19 23:07:25,460 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 7 observations, Categories: ['5']
2026-06-19 23:07:25,460 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 7: 9 observations, Categories: ['6']
2026-06-19 23:07:25,460 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 8: 27 observations, Categories: ['7', '8']
2026-06-19 23:07:25,460 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 11 - Bins assigned based on current category groups.
2026-06-19 23:07:25,460 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:25,462 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:25,464 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=9, Total IV=0.303975
2026-06-19 23:07:25,464 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 11 - WoE / IV summary table calculated.
2026-06-19 23:07:25,465 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 11 - Summary table sorted by bad_rate.
2026-06-19 23:07:25,465 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 11 - Current bin count=9, Current IV=0.303975
2026-06-19 23:07:25,466 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 11 - RULES CHECK START
2026-06-19 23:07:25,467 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:25,467 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 11 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:25,467 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:25,467 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=9
2026-06-19 23:07:25,467 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 11 - Category groups merged based on Rule 1.
2026-06-19 23:07:25,467 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 12 ---
2026-06-19 23:07:25,467 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=9
2026-06-19 23:07:25,468 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:25,469 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3838 observations, Categories: ['-1']
2026-06-19 23:07:25,469 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 3290 observations, Categories: ['-2']
2026-06-19 23:07:25,469 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 10881 observations, Categories: ['0']
2026-06-19 23:07:25,469 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 1877 observations, Categories: ['2']
2026-06-19 23:07:25,469 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 134 observations, Categories: ['3']
2026-06-19 23:07:25,470 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 37 observations, Categories: ['4']
2026-06-19 23:07:25,470 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 7 observations, Categories: ['5']
2026-06-19 23:07:25,470 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 7: 9 observations, Categories: ['6']
2026-06-19 23:07:25,470 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 8: 27 observations, Categories: ['7', '8']
2026-06-19 23:07:25,470 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 12 - Bins assigned based on current category groups.
2026-06-19 23:07:25,470 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:25,473 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:25,475 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=9, Total IV=0.303975
2026-06-19 23:07:25,475 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 12 - WoE / IV summary table calculated.
2026-06-19 23:07:25,476 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 12 - Summary table sorted by bad_rate.
2026-06-19 23:07:25,476 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 12 - Current bin count=9, Current IV=0.303975
2026-06-19 23:07:25,477 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 12 - RULES CHECK START
2026-06-19 23:07:25,478 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:25,478 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 12 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:25,478 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:25,478 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=9
2026-06-19 23:07:25,478 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 12 - Category groups merged based on Rule 1.
